Users,HealthStatus,JobType,ActivityType
11816,HEALTHY,Others,Working
11817,HEALTHY,Others,Working
11818,HEALTHY,Others,Working
11819,COVID19,Others,Working
11820,HEALTHY,Others,Working
11821,HEALTHY,Others,Working
11822,HEALTHY,Others,Working
11823,HEALTHY,Others,Working
11824,COVID19,Others,Working
11825,HEALTHY,Others,Working
11826,HEALTHY,Others,Working
11827,HEALTHY,Others,Working
11828,HEALTHY,Others,Working
11829,HEALTHY,Others,Working
11830,HEALTHY,Others,Working
11831,HEALTHY,Cleaning_Staff,Working
11832,HEALTHY,Others,Working
11833,HEALTHY,Others,Working
11834,HEALTHY,Others,Working
11835,HEALTHY,Others,Working
11836,COVID19,Others,Working
11837,HEALTHY,Others,Working
11838,COVID19,Others,Working
11839,HEALTHY,Others,Working
11840,COVID19,Others,Working
11841,HEALTHY,Others,Working
11842,HEALTHY,Cleaning_Staff,Working
11843,HEALTHY,Others,Working
11844,HEALTHY,Others,Working
11845,COVID19,Others,Working
11846,HEALTHY,Others,Working
11847,HEALTHY,Others,Working
11848,HEALTHY,Others,Working
11849,COVID19,Others,Working
11850,HEALTHY,Others,Working
11851,HEALTHY,Others,Working
11852,HEALTHY,Others,Working
11853,HEALTHY,Others,Working
11854,HEALTHY,Cleaning_Staff,Working
11855,HEALTHY,Others,Working
11856,HEALTHY,Others,Working
11857,HEALTHY,Others,Working
11858,COVID19,Others,Working
11859,HEALTHY,Others,Working
11860,HEALTHY,Others,Working
11861,HEALTHY,Others,Working
11862,HEALTHY,Others,Working
11863,COVID19,Others,Working
11864,HEALTHY,Others,Working
11865,HEALTHY,Others,Working
11866,HEALTHY,Others,Working
11867,COVID19,Others,Working
11868,HEALTHY,Others,Working
11869,HEALTHY,Others,Working
11870,COVID19,Others,Working
11871,HEALTHY,Others,Working
11872,HEALTHY,Cleaning_Staff,Working
11873,HEALTHY,Others,Working
11874,COVID19,Others,Working
11875,HEALTHY,Others,Working
11876,HEALTHY,Others,Working
11877,HEALTHY,Others,Working
11878,HEALTHY,Others,Working
11879,HEALTHY,Others,Working
11880,HEALTHY,Others,Working
11881,HEALTHY,Others,Working
11882,HEALTHY,Others,Working
11883,HEALTHY,Cleaning_Staff,Working
11884,COVID19,Others,Working
11885,HEALTHY,Others,Working
11886,HEALTHY,Others,Working
11887,COVID19,Others,Working
11888,HEALTHY,Others,Working
11889,HEALTHY,Others,Working
11890,COVID19,Others,Working
11891,HEALTHY,Others,Working
11892,COVID19,Others,Working
11893,HEALTHY,Others,Working
11894,HEALTHY,Others,Working
11895,HEALTHY,Others,Working
11896,HEALTHY,Others,Working
11897,HEALTHY,Others,Working
11898,HEALTHY,Others,Working
11899,HEALTHY,Others,Working
11900,HEALTHY,Others,Working
11901,HEALTHY,Cleaning_Staff,Working
11902,COVID19,Others,Working
11903,HEALTHY,Others,Working
11904,HEALTHY,Others,Working
11905,COVID19,Others,Working
11906,COVID19,Others,Working
11907,HEALTHY,Others,Working
11908,HEALTHY,Others,Working
11909,HEALTHY,Others,Working
11910,HEALTHY,Others,Working
11911,COVID19,Others,Working
11912,COVID19,Others,Working
11913,HEALTHY,Others,Working
11914,HEALTHY,Others,Working
11915,HEALTHY,Others,Working
11916,HEALTHY,Others,Working
11917,HEALTHY,Cleaning_Staff,Working
11918,HEALTHY,Others,Working
11919,HEALTHY,Others,Working
11920,COVID19,Others,Working
11921,HEALTHY,Others,Working
11922,HEALTHY,Others,Working
11923,COVID19,Others,Working
11924,HEALTHY,Others,Working
11925,HEALTHY,Others,Working
11926,HEALTHY,Cleaning_Staff,Working
11927,HEALTHY,Others,Working
11928,HEALTHY,Others,Working
11929,HEALTHY,Others,Working
11930,HEALTHY,Others,Working
11931,HEALTHY,Others,Working
11932,HEALTHY,Others,Working
11933,HEALTHY,Others,Working
11934,HEALTHY,Others,Working
11935,HEALTHY,Others,Working
11936,HEALTHY,Others,Working
11937,COVID19,Others,Working
11938,HEALTHY,Others,Working
11939,HEALTHY,Others,Working
11940,HEALTHY,Cleaning_Staff,Working
11941,HEALTHY,Others,Working
11942,COVID19,Others,Working
11943,HEALTHY,Others,Working
11944,HEALTHY,Others,Working
11945,HEALTHY,Others,Working
11946,HEALTHY,Others,Working
11947,HEALTHY,Others,Working
11948,HEALTHY,Others,Working
11949,HEALTHY,Others,Working
11950,HEALTHY,Others,Working
11951,HEALTHY,Others,Working
11952,COVID19,Others,Working
11953,HEALTHY,Others,Working
11954,HEALTHY,Others,Working
11955,COVID19,Others,Working
11956,HEALTHY,Others,Working
11957,COVID19,Others,Working
11958,HEALTHY,Others,Working
11959,HEALTHY,Others,Working
11960,HEALTHY,Others,Working
11961,HEALTHY,Others,Working
11962,HEALTHY,Others,Working
11963,COVID19,Others,Working
11964,HEALTHY,Others,Working
11965,HEALTHY,Others,Working
11966,HEALTHY,Others,Working
11967,HEALTHY,Others,Working
11968,COVID19,Others,Working
11969,HEALTHY,Cleaning_Staff,Working
11970,COVID19,Others,Working
11971,HEALTHY,Others,Working
11972,HEALTHY,Others,Working
11973,HEALTHY,Others,Working
11974,HEALTHY,Others,Working
11975,HEALTHY,Cleaning_Staff,Working
11976,HEALTHY,Others,Working
11977,HEALTHY,Others,Working
11978,HEALTHY,Cleaning_Staff,Working
11979,HEALTHY,Others,Working
11980,HEALTHY,Others,Working
11981,COVID19,Others,Working
11982,HEALTHY,Others,Working
11983,HEALTHY,Others,Working
11984,HEALTHY,Others,Working
11985,HEALTHY,Others,Working
11986,HEALTHY,Others,Working
11987,HEALTHY,Others,Working
11988,HEALTHY,Others,Working
11989,HEALTHY,Others,Working
11990,HEALTHY,Others,Working
11991,HEALTHY,Others,Working
11992,HEALTHY,Others,Working
11993,HEALTHY,Others,Working
11994,HEALTHY,Others,Working
11995,HEALTHY,Others,Working
11996,HEALTHY,Cleaning_Staff,Working
11997,HEALTHY,Others,Working
11998,COVID19,Others,Working
11999,COVID19,Others,Working
12000,HEALTHY,Others,Working
12001,HEALTHY,Others,Working
12002,HEALTHY,Others,Working
12003,HEALTHY,Others,Working
12004,COVID19,Others,Working
12005,HEALTHY,Others,Working
12006,HEALTHY,Others,Working
12007,HEALTHY,Others,Working
12008,HEALTHY,Others,Working
12009,HEALTHY,Others,Working
12010,HEALTHY,Others,Working
12011,COVID19,Others,Working
12012,HEALTHY,Others,Working
12013,HEALTHY,Cleaning_Staff,Working
12014,HEALTHY,Others,Working
12015,HEALTHY,Others,Working
12016,HEALTHY,Others,Working
12017,HEALTHY,Others,Working
12018,HEALTHY,Others,Working
12019,HEALTHY,Others,Working
12020,HEALTHY,Others,Working
12021,HEALTHY,Cleaning_Staff,Working
12022,COVID19,Others,Working
12023,HEALTHY,Others,Working
12024,COVID19,Others,Working
12025,HEALTHY,Others,Working
12026,HEALTHY,Others,Working
12027,HEALTHY,Others,Working
12028,HEALTHY,Others,Working
12029,HEALTHY,Others,Working
12030,HEALTHY,Cleaning_Staff,Working
12031,HEALTHY,Others,Working
12032,HEALTHY,Others,Working
12033,HEALTHY,Others,Working
12034,HEALTHY,Others,Working
12035,HEALTHY,Others,Working
12036,HEALTHY,Others,Working
12037,HEALTHY,Others,Working
12038,COVID19,Others,Working
12039,HEALTHY,Others,Working
12040,HEALTHY,Others,Working
12041,HEALTHY,Others,Working
12042,HEALTHY,Cleaning_Staff,Working
12043,HEALTHY,Others,Working
12044,HEALTHY,Others,Working
12045,HEALTHY,Others,Working
12046,COVID19,Others,Working
12047,HEALTHY,Others,Working
12048,HEALTHY,Others,Working
12049,HEALTHY,Others,Working
12050,HEALTHY,Others,Working
12051,HEALTHY,Others,Working
12052,HEALTHY,Others,Working
12053,COVID19,Others,Working
12054,HEALTHY,Cleaning_Staff,Working
12055,HEALTHY,Others,Working
12056,COVID19,Others,Working
12057,HEALTHY,Others,Working
12058,HEALTHY,Others,Working
12059,HEALTHY,Others,Working
12060,HEALTHY,Cleaning_Staff,Working
12061,HEALTHY,Others,Working
12062,HEALTHY,Others,Working
12063,HEALTHY,Others,Working
12064,HEALTHY,Others,Working
12065,HEALTHY,Others,Working
12066,HEALTHY,Others,Working
12067,HEALTHY,Cleaning_Staff,Working
12068,HEALTHY,Others,Working
12069,HEALTHY,Others,Working
12070,HEALTHY,Others,Working
12071,COVID19,Others,Working
12072,HEALTHY,Others,Working
12073,HEALTHY,Others,Working
12074,HEALTHY,Others,Working
12075,COVID19,Others,Working
12076,HEALTHY,Others,Working
12077,HEALTHY,Others,Working
12078,HEALTHY,Others,Working
12079,HEALTHY,Others,Working
12080,HEALTHY,Others,Working
12081,HEALTHY,Others,Working
12082,HEALTHY,Cleaning_Staff,Working
12083,HEALTHY,Others,Working
12084,HEALTHY,Others,Working
12085,HEALTHY,Others,Working
12086,COVID19,Others,Working
12087,HEALTHY,Others,Working
12088,HEALTHY,Others,Working
12089,HEALTHY,Others,Working
12090,HEALTHY,Cleaning_Staff,Working
12091,HEALTHY,Others,Working
12092,HEALTHY,Cleaning_Staff,Working
12093,COVID19,Others,Working
12094,COVID19,Others,Working
12095,HEALTHY,Others,Working
12096,HEALTHY,Others,Working
12097,HEALTHY,Cleaning_Staff,Working
12098,HEALTHY,Others,Working
12099,HEALTHY,Others,Working
12100,HEALTHY,Others,Working
12101,COVID19,Others,Working
12102,COVID19,Others,Working
12103,HEALTHY,Others,Working
12104,COVID19,Others,Working
12105,HEALTHY,Others,Working
12106,HEALTHY,Cleaning_Staff,Working
12107,COVID19,Others,Working
12108,COVID19,Others,Working
12109,HEALTHY,Others,Working
12110,HEALTHY,Others,Working
12111,HEALTHY,Others,Working
12112,HEALTHY,Others,Working
12113,HEALTHY,Others,Working
12114,HEALTHY,Cleaning_Staff,Working
12115,HEALTHY,Others,Working
12116,HEALTHY,Others,Working
12117,HEALTHY,Others,Working
12118,HEALTHY,Others,Working
12119,HEALTHY,Others,Working
12120,HEALTHY,Others,Working
12121,HEALTHY,Others,Working
12122,HEALTHY,Others,Working
12123,HEALTHY,Others,Working
12124,HEALTHY,Others,Working
12125,HEALTHY,Others,Working
12126,HEALTHY,Others,Working
12127,COVID19,Others,Working
12128,HEALTHY,Others,Working
12129,HEALTHY,Others,Working
12130,HEALTHY,Others,Working
12131,HEALTHY,Others,Working
12132,HEALTHY,Others,Working
12133,HEALTHY,Cleaning_Staff,Working
12134,HEALTHY,Others,Working
12135,HEALTHY,Others,Working
12136,COVID19,Others,Working
12137,HEALTHY,Others,Working
12138,HEALTHY,Others,Working
12139,HEALTHY,Others,Working
12140,HEALTHY,Others,Working
12141,HEALTHY,Others,Working
12142,HEALTHY,Others,Working
12143,HEALTHY,Others,Working
12144,HEALTHY,Others,Working
12145,HEALTHY,Others,Working
12146,HEALTHY,Others,Working
12147,COVID19,Others,Working
12148,HEALTHY,Others,Working
12149,HEALTHY,Others,Working
12150,HEALTHY,Others,Working
12151,HEALTHY,Others,Working
12152,COVID19,Others,Working
12153,HEALTHY,Others,Working
12154,HEALTHY,Others,Working
12155,HEALTHY,Others,Working
12156,HEALTHY,Others,Working
12157,HEALTHY,Others,Working
12158,HEALTHY,Others,Working
12159,HEALTHY,Others,Working
12160,HEALTHY,Others,Working
12161,HEALTHY,Others,Working
12162,HEALTHY,Cleaning_Staff,Working
12163,HEALTHY,Others,Working
12164,HEALTHY,Others,Working
12165,HEALTHY,Others,Working
12166,HEALTHY,Cleaning_Staff,Working
12167,COVID19,Others,Working
12168,HEALTHY,Others,Working
12169,COVID19,Others,Working
12170,HEALTHY,Others,Working
12171,COVID19,Others,Working
12172,HEALTHY,Others,Working
12173,HEALTHY,Others,Working
12174,HEALTHY,Others,Working
12175,HEALTHY,Others,Working
12176,HEALTHY,Others,Working
12177,HEALTHY,Others,Working
12178,HEALTHY,Others,Working
12179,HEALTHY,Others,Working
12180,HEALTHY,Cleaning_Staff,Working
12181,HEALTHY,Others,Working
12182,HEALTHY,Others,Working
12183,HEALTHY,Others,Working
12184,HEALTHY,Others,Working
12185,HEALTHY,Others,Working
12186,HEALTHY,Others,Working
12187,HEALTHY,Others,Working
12188,HEALTHY,Cleaning_Staff,Working
12189,COVID19,Others,Working
12190,HEALTHY,Others,Working
12191,HEALTHY,Others,Working
12192,COVID19,Others,Working
12193,HEALTHY,Others,Working
12194,HEALTHY,Others,Working
12195,HEALTHY,Others,Working
12196,HEALTHY,Others,Working
12197,HEALTHY,Others,Working
12198,COVID19,Others,Working
12199,HEALTHY,Others,Working
12200,HEALTHY,Others,Working
12201,HEALTHY,Others,Working
12202,HEALTHY,Others,Working
12203,HEALTHY,Others,Working
12204,HEALTHY,Others,Working
12205,HEALTHY,Others,Working
12206,HEALTHY,Others,Working
12207,COVID19,Others,Working
12208,HEALTHY,Others,Working
12209,HEALTHY,Others,Working
12210,HEALTHY,Others,Working
12211,HEALTHY,Others,Working
12212,HEALTHY,Others,Working
12213,HEALTHY,Others,Working
12214,HEALTHY,Others,Working
12215,HEALTHY,Others,Working
12216,COVID19,Others,Working
12217,HEALTHY,Others,Working
12218,COVID19,Others,Working
12219,HEALTHY,Others,Working
12220,HEALTHY,Others,Working
12221,HEALTHY,Others,Working
12222,HEALTHY,Others,Working
12223,HEALTHY,Others,Working
12224,HEALTHY,Cleaning_Staff,Working
12225,HEALTHY,Others,Working
12226,HEALTHY,Others,Working
12227,HEALTHY,Others,Working
12228,COVID19,Others,Working
12229,HEALTHY,Others,Working
12230,HEALTHY,Others,Working
12231,HEALTHY,Others,Working
12232,HEALTHY,Others,Working
12233,HEALTHY,Others,Working
12234,COVID19,Others,Working
12235,HEALTHY,Others,Working
12236,HEALTHY,Cleaning_Staff,Working
12237,HEALTHY,Others,Working
12238,HEALTHY,Others,Working
12239,COVID19,Others,Working
12240,HEALTHY,Others,Working
12241,HEALTHY,Cleaning_Staff,Working
12242,HEALTHY,Others,Working
12243,HEALTHY,Others,Working
12244,HEALTHY,Others,Working
12245,HEALTHY,Others,Working
12246,HEALTHY,Others,Working
12247,HEALTHY,Others,Working
12248,HEALTHY,Others,Working
12249,HEALTHY,Cleaning_Staff,Working
12250,HEALTHY,Cleaning_Staff,Working
12251,HEALTHY,Others,Working
12252,HEALTHY,Others,Working
12253,COVID19,Others,Working
12254,HEALTHY,Others,Working
12255,COVID19,Others,Working
12256,HEALTHY,Others,Working
12257,HEALTHY,Others,Working
12258,HEALTHY,Others,Working
12259,HEALTHY,Others,Working
12260,HEALTHY,Others,Working
12261,HEALTHY,Others,Working
12262,HEALTHY,Others,Working
12263,HEALTHY,Others,Working
12264,HEALTHY,Others,Working
12265,HEALTHY,Cleaning_Staff,Working
12266,COVID19,Others,Working
12267,HEALTHY,Others,Working
12268,HEALTHY,Others,Working
12269,HEALTHY,Others,Working
12270,COVID19,Others,Working
12271,HEALTHY,Others,Working
12272,HEALTHY,Others,Working
12273,HEALTHY,Others,Working
12274,HEALTHY,Others,Working
12275,HEALTHY,Others,Working
12276,HEALTHY,Others,Working
12277,HEALTHY,Others,Working
12278,HEALTHY,Others,Working
12279,HEALTHY,Cleaning_Staff,Working
12280,HEALTHY,Others,Working
12281,HEALTHY,Others,Working
12282,COVID19,Others,Working
12283,COVID19,Others,Working
12284,HEALTHY,Others,Working
12285,HEALTHY,Others,Working
12286,HEALTHY,Others,Working
12287,HEALTHY,Others,Working
12288,COVID19,Others,Working
12289,HEALTHY,Others,Working
12290,COVID19,Others,Working
12291,HEALTHY,Others,Working
12292,HEALTHY,Others,Working
12293,HEALTHY,Others,Working
12294,HEALTHY,Others,Working
12295,HEALTHY,Others,Working
12296,COVID19,Others,Working
12297,HEALTHY,Others,Working
12298,HEALTHY,Others,Working
12299,HEALTHY,Others,Working
12300,HEALTHY,Cleaning_Staff,Working
12301,HEALTHY,Cleaning_Staff,Working
12302,HEALTHY,Cleaning_Staff,Working
12303,HEALTHY,Others,Working
12304,HEALTHY,Others,Working
12305,HEALTHY,Others,Working
12306,HEALTHY,Others,Working
12307,HEALTHY,Others,Working
12308,COVID19,Others,Working
12309,HEALTHY,Others,Working
12310,COVID19,Others,Working
12311,HEALTHY,Others,Working
12312,HEALTHY,Others,Working
12313,HEALTHY,Others,Working
12314,HEALTHY,Others,Working
12315,HEALTHY,Others,Working
12316,HEALTHY,Others,Working
12317,HEALTHY,Others,Working
12318,HEALTHY,Others,Working
12319,HEALTHY,Others,Working
12320,HEALTHY,Others,Working
12321,HEALTHY,Others,Working
12322,HEALTHY,Others,Working
12323,HEALTHY,Others,Working
12324,COVID19,Others,Working
12325,HEALTHY,Others,Working
12326,HEALTHY,Cleaning_Staff,Working
12327,HEALTHY,Others,Working
12328,HEALTHY,Others,Working
12329,HEALTHY,Others,Working
12330,HEALTHY,Others,Working
12331,HEALTHY,Others,Working
12332,HEALTHY,Others,Working
12333,HEALTHY,Others,Working
12334,HEALTHY,Others,Working
12335,COVID19,Others,Working
12336,HEALTHY,Others,Working
12337,HEALTHY,Others,Working
12338,HEALTHY,Others,Working
12339,HEALTHY,Others,Working
12340,COVID19,Others,Working
12341,HEALTHY,Cleaning_Staff,Working
12342,HEALTHY,Others,Working
12343,HEALTHY,Others,Working
12344,HEALTHY,Cleaning_Staff,Working
12345,HEALTHY,Others,Working
12346,HEALTHY,Others,Working
12347,HEALTHY,Others,Working
12348,COVID19,Others,Working
12349,COVID19,Others,Working
12350,HEALTHY,Others,Working
12351,HEALTHY,Others,Working
12352,HEALTHY,Others,Working
12353,HEALTHY,Others,Working
12354,COVID19,Others,Working
12355,HEALTHY,Others,Working
12356,HEALTHY,Others,Working
12357,HEALTHY,Others,Working
12358,HEALTHY,Others,Working
12359,HEALTHY,Others,Working
12360,COVID19,Others,Working
12361,COVID19,Others,Working
12362,HEALTHY,Others,Working
12363,HEALTHY,Others,Working
12364,HEALTHY,Cleaning_Staff,Working
12365,COVID19,Others,Working
12366,HEALTHY,Others,Working
12367,HEALTHY,Others,Working
12368,COVID19,Others,Working
12369,COVID19,Others,Working
12370,COVID19,Others,Working
12371,HEALTHY,Others,Working
12372,HEALTHY,Others,Working
12373,COVID19,Others,Working
12374,COVID19,Others,Working
12375,HEALTHY,Others,Working
12376,HEALTHY,Others,Working
12377,COVID19,Others,Working
12378,HEALTHY,Others,Working
12379,HEALTHY,Others,Working
12380,HEALTHY,Others,Working
12381,HEALTHY,Others,Working
12382,HEALTHY,Others,Working
12383,HEALTHY,Others,Working
12384,HEALTHY,Others,Working
12385,HEALTHY,Others,Working
12386,HEALTHY,Others,Working
12387,HEALTHY,Others,Working
12388,COVID19,Others,Working
12389,HEALTHY,Others,Working
12390,HEALTHY,Others,Working
12391,HEALTHY,Others,Working
12392,HEALTHY,Others,Working
12393,HEALTHY,Others,Working
12394,HEALTHY,Others,Working
12395,HEALTHY,Others,Working
12396,HEALTHY,Others,Working
12397,HEALTHY,Others,Working
12398,HEALTHY,Cleaning_Staff,Working
12399,HEALTHY,Cleaning_Staff,Working
12400,HEALTHY,Others,Working
12401,HEALTHY,Others,Working
12402,COVID19,Others,Working
12403,HEALTHY,Others,Working
12404,HEALTHY,Others,Working
12405,HEALTHY,Others,Working
12406,HEALTHY,Others,Working
12407,HEALTHY,Others,Working
12408,HEALTHY,Others,Working
12409,HEALTHY,Others,Working
12410,HEALTHY,Others,Working
12411,HEALTHY,Cleaning_Staff,Working
12412,HEALTHY,Others,Working
12413,HEALTHY,Others,Working
12414,HEALTHY,Others,Working
12415,HEALTHY,Others,Working
12416,COVID19,Others,Working
12417,HEALTHY,Others,Working
12418,HEALTHY,Others,Working
12419,HEALTHY,Others,Working
12420,HEALTHY,Others,Working
12421,HEALTHY,Others,Working
12422,HEALTHY,Others,Working
12423,HEALTHY,Others,Working
12424,COVID19,Others,Working
12425,HEALTHY,Others,Working
12426,HEALTHY,Others,Working
12427,HEALTHY,Others,Working
12428,HEALTHY,Others,Working
12429,HEALTHY,Others,Working
12430,HEALTHY,Others,Working
12431,HEALTHY,Others,Working
12432,HEALTHY,Others,Working
12433,HEALTHY,Others,Working
12434,HEALTHY,Others,Working
12435,HEALTHY,Cleaning_Staff,Working
12436,HEALTHY,Others,Working
12437,COVID19,Others,Working
12438,HEALTHY,Others,Working
12439,HEALTHY,Others,Working
12440,COVID19,Others,Working
12441,HEALTHY,Others,Working
12442,COVID19,Others,Working
12443,HEALTHY,Others,Working
12444,HEALTHY,Others,Working
12445,HEALTHY,Cleaning_Staff,Working
12446,HEALTHY,Others,Working
12447,HEALTHY,Others,Working
12448,HEALTHY,Others,Working
12449,HEALTHY,Others,Working
12450,COVID19,Others,Working
12451,COVID19,Others,Working
12452,HEALTHY,Cleaning_Staff,Working
12453,HEALTHY,Others,Working
12454,HEALTHY,Others,Working
12455,HEALTHY,Others,Working
12456,HEALTHY,Others,Working
12457,HEALTHY,Others,Working
12458,HEALTHY,Others,Working
12459,COVID19,Others,Working
12460,HEALTHY,Others,Working
12461,HEALTHY,Others,Working
12462,HEALTHY,Others,Working
12463,HEALTHY,Others,Working
12464,HEALTHY,Others,Working
12465,HEALTHY,Others,Working
12466,COVID19,Others,Working
12467,HEALTHY,Others,Working
12468,COVID19,Others,Working
12469,HEALTHY,Others,Working
12470,HEALTHY,Others,Working
12471,HEALTHY,Others,Working
12472,HEALTHY,Others,Working
12473,HEALTHY,Others,Working
12474,HEALTHY,Others,Working
12475,HEALTHY,Others,Working
12476,COVID19,Others,Working
12477,HEALTHY,Others,Working
12478,COVID19,Others,Working
12479,HEALTHY,Others,Working
12480,HEALTHY,Others,Working
12481,HEALTHY,Others,Working
12482,HEALTHY,Others,Working
12483,HEALTHY,Others,Working
12484,COVID19,Others,Working
12485,HEALTHY,Others,Working
12486,COVID19,Others,Working
12487,HEALTHY,Cleaning_Staff,Working
12488,HEALTHY,Others,Working
12489,HEALTHY,Cleaning_Staff,Working
12490,HEALTHY,Others,Working
12491,HEALTHY,Others,Working
12492,HEALTHY,Others,Working
12493,HEALTHY,Others,Working
12494,HEALTHY,Cleaning_Staff,Working
12495,HEALTHY,Others,Working
12496,HEALTHY,Others,Working
12497,HEALTHY,Others,Working
12498,HEALTHY,Others,Working
12499,HEALTHY,Cleaning_Staff,Working
12500,HEALTHY,Others,Working
12501,COVID19,Others,Working
12502,COVID19,Others,Working
12503,HEALTHY,Others,Working
12504,COVID19,Others,Working
12505,HEALTHY,Others,Working
12506,HEALTHY,Others,Working
12507,HEALTHY,Others,Working
12508,HEALTHY,Others,Working
12509,HEALTHY,Others,Working
12510,HEALTHY,Others,Working
12511,HEALTHY,Others,Working
12512,HEALTHY,Others,Working
12513,HEALTHY,Others,Working
12514,HEALTHY,Others,Working
12515,COVID19,Others,Working
12516,HEALTHY,Others,Working
12517,HEALTHY,Cleaning_Staff,Working
12518,HEALTHY,Others,Working
12519,HEALTHY,Others,Working
12520,COVID19,Others,Working
12521,HEALTHY,Others,Working
12522,HEALTHY,Others,Working
12523,COVID19,Others,Working
12524,HEALTHY,Others,Working
12525,HEALTHY,Others,Working
12526,HEALTHY,Others,Working
12527,HEALTHY,Others,Working
12528,HEALTHY,Others,Working
12529,HEALTHY,Others,Working
12530,HEALTHY,Others,Working
12531,HEALTHY,Cleaning_Staff,Working
12532,COVID19,Others,Working
12533,HEALTHY,Others,Working
12534,HEALTHY,Others,Working
12535,COVID19,Others,Working
12536,HEALTHY,Others,Working
12537,HEALTHY,Others,Working
12538,HEALTHY,Others,Working
12539,HEALTHY,Others,Working
12540,HEALTHY,Others,Working
12541,HEALTHY,Others,Working
12542,HEALTHY,Others,Working
12543,HEALTHY,Others,Working
12544,HEALTHY,Others,Working
12545,HEALTHY,Others,Working
12546,HEALTHY,Others,Working
12547,HEALTHY,Others,Working
12548,HEALTHY,Others,Working
12549,HEALTHY,Others,Working
12550,HEALTHY,Others,Working
12551,HEALTHY,Cleaning_Staff,Working
12552,HEALTHY,Others,Working
12553,COVID19,Others,Working
12554,HEALTHY,Others,Working
12555,HEALTHY,Others,Working
12556,HEALTHY,Others,Working
12557,HEALTHY,Others,Working
12558,HEALTHY,Others,Working
12559,HEALTHY,Others,Working
12560,HEALTHY,Others,Working
12561,COVID19,Others,Working
12562,COVID19,Others,Working
12563,HEALTHY,Others,Working
12564,HEALTHY,Others,Working
12565,HEALTHY,Others,Working
12566,HEALTHY,Others,Working
12567,HEALTHY,Others,Working
12568,HEALTHY,Cleaning_Staff,Working
12569,HEALTHY,Others,Working
12570,HEALTHY,Others,Working
12571,COVID19,Others,Working
12572,COVID19,Others,Working
12573,HEALTHY,Others,Working
12574,HEALTHY,Others,Working
12575,HEALTHY,Others,Working
12576,HEALTHY,Others,Working
12577,HEALTHY,Others,Working
12578,HEALTHY,Others,Working
12579,HEALTHY,Others,Working
12580,COVID19,Others,Working
12581,HEALTHY,Others,Working
12582,COVID19,Others,Working
12583,COVID19,Others,Working
12584,HEALTHY,Others,Working
12585,COVID19,Others,Working
12586,HEALTHY,Others,Working
12587,COVID19,Others,Working
12588,HEALTHY,Others,Working
12589,HEALTHY,Others,Working
12590,HEALTHY,Others,Working
12591,HEALTHY,Others,Working
12592,HEALTHY,Others,Working
12593,HEALTHY,Others,Working
12594,HEALTHY,Others,Working
12595,HEALTHY,Cleaning_Staff,Working
12596,HEALTHY,Others,Working
12597,COVID19,Others,Working
12598,HEALTHY,Others,Working
12599,HEALTHY,Others,Working
12600,HEALTHY,Others,Working
12601,HEALTHY,Others,Working
12602,HEALTHY,Others,Working
12603,HEALTHY,Others,Working
12604,COVID19,Others,Working
12605,HEALTHY,Others,Working
12606,COVID19,Others,Working
12607,HEALTHY,Others,Working
12608,COVID19,Others,Working
12609,COVID19,Others,Working
12610,HEALTHY,Others,Working
12611,HEALTHY,Cleaning_Staff,Working
12612,HEALTHY,Cleaning_Staff,Working
12613,HEALTHY,Others,Working
12614,HEALTHY,Others,Working
12615,COVID19,Others,Working
12616,COVID19,Others,Working
12617,HEALTHY,Others,Working
12618,HEALTHY,Others,Working
12619,HEALTHY,Others,Working
12620,HEALTHY,Cleaning_Staff,Working
12621,COVID19,Others,Working
12622,HEALTHY,Others,Working
12623,COVID19,Others,Working
12624,HEALTHY,Others,Working
12625,HEALTHY,Others,Working
12626,HEALTHY,Others,Working
12627,HEALTHY,Others,Working
12628,COVID19,Others,Working
12629,HEALTHY,Others,Working
12630,COVID19,Others,Working
12631,HEALTHY,Others,Working
12632,COVID19,Others,Working
12633,COVID19,Others,Working
12634,HEALTHY,Others,Working
12635,HEALTHY,Others,Working
12636,HEALTHY,Others,Working
12637,HEALTHY,Others,Working
12638,HEALTHY,Others,Working
12639,HEALTHY,Cleaning_Staff,Working
12640,HEALTHY,Others,Working
12641,HEALTHY,Others,Working
12642,HEALTHY,Others,Working
12643,HEALTHY,Others,Working
12644,HEALTHY,Others,Working
12645,HEALTHY,Others,Working
12646,HEALTHY,Others,Working
12647,HEALTHY,Others,Working
12648,HEALTHY,Others,Working
12649,HEALTHY,Others,Working
12650,HEALTHY,Others,Working
12651,HEALTHY,Others,Working
12652,HEALTHY,Cleaning_Staff,Working
12653,HEALTHY,Others,Working
12654,HEALTHY,Others,Working
12655,HEALTHY,Others,Working
12656,HEALTHY,Others,Working
12657,HEALTHY,Others,Working
12658,COVID19,Others,Working
12659,HEALTHY,Others,Working
12660,HEALTHY,Cleaning_Staff,Working
12661,HEALTHY,Others,Working
12662,HEALTHY,Others,Working
12663,COVID19,Others,Working
12664,HEALTHY,Others,Working
12665,COVID19,Others,Working
12666,HEALTHY,Others,Working
12667,HEALTHY,Others,Working
12668,COVID19,Others,Working
12669,HEALTHY,Others,Working
12670,HEALTHY,Others,Working
12671,HEALTHY,Others,Working
12672,HEALTHY,Others,Working
12673,HEALTHY,Others,Working
12674,HEALTHY,Others,Working
12675,HEALTHY,Others,Working
12676,HEALTHY,Others,Working
12677,HEALTHY,Others,Working
12678,HEALTHY,Others,Working
